0,25118.86432
1,24144.18221
2,23207.3205
3,22306.81164
4,21441.24503
5,20609.26483
6,19809.56779
7,19040.90122
8,18302.06106
9,17591.88997
10,16909.2755
11,16253.14837
12,15622.48081
13,15016.28492
14,14433.61112
15,13873.54669
16,13335.21432
17,12817.77076
18,12320.40544
19,11842.3393
20,11382.82345
21,10941.13811
22,10516.59138
23,10108.51826
24,9716.279516
25,9339.260729
26,8976.871324
27,8628.543641
28,8293.732045
29,7971.912074
30,7662.579617
31,7365.250123
32,7079.457844
33,6804.755104
34,6540.711597
35,6286.913716
36,6042.963902
37,5808.480023
38,5583.094772
39,5366.455099
40,5158.221651
41,4958.068242
42,4765.681344
43,4580.759595
44,4403.013327
45,4232.164111
46,4067.944321
47,3910.096718
48,3758.374043
49,3612.538631
50,3472.362041
51,3337.624694
52,3208.115533
53,3083.631689
54,2963.978165
55,2848.967533
56,2738.419634
57,2632.161303
58,2530.026092
59,2431.854012
60,2337.491283
61,2246.790092
62,2159.60836
63,2075.809523
64,1995.262315
65,1917.840564
66,1843.422992
67,1771.893031
68,1703.138632
69,1637.052095
70,1573.529901
71,1512.472545
72,1453.784386
73,1397.37349
74,1343.151496
75,1291.033466
76,1240.937761
77,1192.785909
78,1146.502484
79,1102.014985
80,1059.253725
81,1018.151722
82,978.6445908
83,940.6704469
84,904.1698059
85,869.0854917
86,835.362547
87,802.9481466
88,771.7915156
89,741.8438489
90,713.0582353
91,685.3895839
92,658.7945534
93,633.2314845
94,608.660334
95,585.0426128
96,562.3413252
97,540.5209109
98,519.5471897
99,499.3873074
100,480.0096849
101,461.3839683
102,443.4809815
103,426.2726806
104,409.7321098
105,393.8333594
106,378.5515249
107,363.8626683
108,349.7437804
109,336.1727447
110,323.1283032
111,310.5900224
112,298.5382619
113,286.9541434
114,275.8195211
115,265.1169532
116,254.8296748
117,244.9415716
118,235.4371544
119,226.3015351
120,217.5204034
121,209.0800041
122,200.9671159
123,193.1690304
124,185.6735325
125,178.4688807
126,171.5437896
127,164.8874114
128,158.4893192
129,152.3394909
130,146.4282931
131,140.7464663
132,135.2851103
133,130.0356701
134,124.9899229
135,120.1399647
136,115.4781985
137,110.9973218
138,106.6903156
139,102.5504334
140,98.57119009
141,94.74635257
142,91.06992942
143,87.53616176
144,84.13951416
145,80.87466598
146,77.73650302
147,74.72010956
148,71.82076058
149,69.03391445
150,66.35520573
151,63.78043839
152,61.30557921
153,58.92675149
154,56.64022893
155,54.44242982
156,52.32991147
157,50.29936472
158,48.34760887
159,46.47158659
160,44.66835922
161,42.9351021
162,41.2691002
163,39.66774384
164,38.12852457
165,36.6490313
166,35.22694651
167,33.86004259
168,32.54617835
169,31.28329572
170,30.06941645
171,28.9026391
172,27.78113597
173,26.70315029
174,25.66699346
175,24.67104242
176,23.71373706
177,22.79357782
178,21.90912333
179,21.05898814
180,20.24184057
181,19.45640062
182,18.70143792
183,17.97576989
184,17.27825981
185,16.60781506
186,15.96338544
187,15.3439615
188,14.74857293
189,14.1762871
190,13.62620756
191,13.09747264
192,12.58925412
193,12.10075589
194,11.63121276
195,11.17988921
196,10.74607828
197,10.32910043
198,9.928302478
199,9.543056608
200,9.172759354
201,8.816830668
202,8.474713009
203,8.145870471
204,7.829787942
205,7.525970298
206,7.233941627
207,6.953244485
208,6.683439176
209,6.424103066
210,6.174829922
211,5.935229272
212,5.704925797
213,5.48355874
214,5.270781343
215,5.066260304
216,4.869675252
217,4.680718249
218,4.499093306
219,4.324515918
220,4.15671262
221,3.995420559
222,3.84038708
223,3.691369334
224,3.548133892
225,3.410456386
226,3.278121151
227,3.150920894
228,3.028656361
229,2.911136034
230,2.798175824
231,2.689598786
232,2.58523484
233,2.484920506
234,2.388498649
235,2.29581823
236,2.206734069
237,2.121106623
238,2.038801761
239,1.959690557
240,1.883649089
241,1.810558243
242,1.740303526
243,1.672774887
244,1.607866549
245,1.545476836
246,1.485508017
247,1.427866156
248,1.372460961
249,1.319205642
250,1.268016778
251,1.218814185
252,1.17152079
253,1.126062511
254,1.08236814
255,1.040369232
